5550296508_10156406273256509,United Airlines is under fire after a passenger was dragged off of an overbooked flight http://cnn.it/2olhTN3,Passenger dragged off overbooked United flight,video,https://www.facebook.com/cnn/videos/10156406273256509/,2017-04-10 19:31,77750,16044,35395,16592,111,5952,438,3533,51124
comment: ,<3 KING BOT TEAM <3  KINGXX.TK  <3,,,,,,,,,,,,,
comment: ,"Always Be Active

 GANGSTER BOT TEAM 
Self Comment Site: pythons.ml",,,,,,,,,,,,,
comment: ,Lisa Cortez-Grzelak Mike Grzelak,,,,,,,,,,,,,
comment: ,"Usman Haider BuTt  

    ADD CLOSE MERI JAN  ==>  ehtsham.tk",,,,,,,,,,,,,
comment: ,"Supper Post  :* CNN

:* Ap BhT Yaaaad Aty Ho :P :* CNN

 Bot by :*  Moha Ali Kafi Ak

<3 <3 Hitlerbot.Tk <3 <3",,,,,,,,,,,,,
comment: ,my I don't understand why people are so surprised about what Trump is doing. He's been telling you what he's gonna do for 18+ months. The only shock should be how quickly he's doing it.Imagine that... a President that actually does what he says he's gonna do,,,,,,,,,,,,,
comment: ,"Is it because he looks Asian so you choose him? 
Is Violence the only way to solve this problem?",,,,,,,,,,,,,
comment: ,shahzada,,,,,,,,,,,,,
comment: ,I will never fly united airlines again,,,,,,,,,,,,,
comment: ,"Attitude   MeRi     (  Panvel  Model  ) ( Dazzling Doulat )
Add krO... fatafat Full Support millega apne Gang ka",,,,,,,,,,,,,
comment: ,Lol United is savage. Not as savage as the boycotts coming their way tho..,,,,,,,,,,,,,
comment: ,They should have all walk out of the fuc*ing plane. As far as I'm concerned #nomoreunited,,,,,,,,,,,,,
comment: ,Boycott United.,,,,,,,,,,,,,
